company_id,year,free_cash_flow_cr,cash_from_operations_cr,cfo_pat_ratio,fcf_positive_flag,cash_quality_score,cash_quality_label,cash_conversion_label,cashflow_trend,cashflow_insight
ASIANPAINT,Mar 2014,816.0,1402.0,1.110055423594616,1,90.17,Strong,Good,Improving,Cash flow profile remains stable.
ASIANPAINT,Mar 2015,723.0,1188.0,0.8325157673440785,1,80.2,Strong,Good,Declining,Cash flow profile remains stable.
ASIANPAINT,Mar 2016,1377.0,2243.0,1.2440377149195785,1,95.22,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
ASIANPAINT,Mar 2017,846.0,1527.0,0.7574404761904762,1,77.95,Strong,Weak,Declining,Cash flow profile remains stable.
ASIANPAINT,Mar 2018,557.0,2113.0,1.0071496663489037,1,86.36,Strong,Good,Declining,Cash flow profile remains stable.
ASIANPAINT,Mar 2019,1552.0,2470.0,1.118659420289855,1,89.08,Strong,Good,Improving,Cash flow profile remains stable.
ASIANPAINT,Mar 2020,2520.0,3038.0,1.0951694304253785,1,89.9,Strong,Good,Improving,Cash flow profile remains stable.
ASIANPAINT,Mar 2021,3142.0,3683.0,1.1484253196133458,1,92.13,Strong,Good,Improving,Cash flow profile remains stable.
ASIANPAINT,Mar 2022,669.0,986.0,0.3196110210696921,1,60.22,Moderate,Weak,Declining,Cash flow profile remains stable.
ASIANPAINT,Mar 2023,2911.0,4193.0,0.999523241954708,1,86.1,Strong,Good,Improving,Cash flow profile remains stable.
ASIANPAINT,Mar 2024,3556.0,6104.0,1.0982367758186398,1,90.92,Strong,Good,Improving,Cash flow profile remains stable.
ASIANPAINT,TTM,3556.0,6104.0,1.3180738501403584,1,97.41,Strong,Excellent,Stable,Cash flow remains consistently strong with stable operating performance.
ATGL,Mar 2018,-711.0,277.0,1.7098765432098766,0,78.36,Strong,Excellent,Stable,Cash flow remains consistently strong with stable operating performance.
ATGL,Mar 2019,1147.0,356.0,1.554585152838428,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
ATGL,Mar 2020,31.0,492.0,1.128440366972477,1,96.27,Strong,Good,Declining,Cash flow profile remains stable.
ATGL,Mar 2021,-116.0,654.0,1.4125269978401729,0,75.08,Strong,Excellent,Declining,Cash flow profile remains stable.
ATGL,Mar 2022,-401.0,732.0,1.4381139489194499,0,74.61,Moderate,Excellent,Declining,Cash flow profile remains stable.
ATGL,Mar 2023,-314.0,853.0,1.5622710622710623,0,77.1,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
ATGL,Mar 2024,203.0,955.0,1.4296407185628743,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
ATGL,TTM,203.0,955.0,1.4296407185628743,1,100.0,Strong,Excellent,Stable,Cash flow remains consistently strong with stable operating performance.
AXISBANK,Mar 2013,-8366.0,2573.0,0.4968140567677158,0,29.66,Weak,Weak,Stable,Weak cash generation with below-average cash conversion.
AXISBANK,Mar 2014,298.0,14464.0,2.326149887423609,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
AXISBANK,Mar 2015,-23134.0,-15162.0,-2.060614297363414,0,10.71,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
AXISBANK,Mar 2016,-25284.0,-34495.0,-4.19443093385214,0,9.7,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
AXISBANK,Mar 2017,19751.0,32209.0,8.754824680619734,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
AXISBANK,Mar 2018,-48397.0,-38390.0,-139.09420289855072,0,3.1,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
AXISBANK,Mar 2019,18451.0,37125.0,7.937780628608082,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
AXISBANK,Mar 2020,20931.0,30416.0,18.694529809465273,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
AXISBANK,Mar 2021,-41655.0,12633.0,1.9175774134790529,0,73.68,Moderate,Excellent,Declining,Cash flow profile remains stable.
AXISBANK,Mar 2022,1025.0,28137.0,2.1602303262955855,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
AXISBANK,Mar 2023,-10276.0,22075.0,2.3042797494780793,0,79.27,Strong,Excellent,Declining,Cash flow profile remains stable.
AXISBANK,Mar 2024,-14556.0,-5555.0,-0.2234423394071035,0,12.27,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
AXISBANK,TTM,-14556.0,-5555.0,-0.21052831046767226,0,12.44,Weak,Weak,Stable,Weak cash generation with below-average cash conversion.
BAJAJ-AUTO,Mar 2013,824.0,2218.0,0.7079476540057453,1,75.22,Strong,Weak,Stable,Cash flow remains consistently strong with stable operating performance.
BAJAJ-AUTO,Mar 2014,1430.0,3502.0,1.036094674556213,1,87.19,Strong,Good,Improving,Cash flow profile remains stable.
BAJAJ-AUTO,Mar 2015,1734.0,2114.0,0.6986120290812955,1,73.6,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
BAJAJ-AUTO,Mar 2016,3622.0,3690.0,0.9086431913321842,1,83.75,Strong,Good,Improving,Cash flow profile remains stable.
BAJAJ-AUTO,Mar 2017,-343.0,3267.0,0.8009316008825692,0,43.4,Weak,Good,Declining,Cash generation is deteriorating and requires attention.
BAJAJ-AUTO,Mar 2018,2374.0,4328.0,1.0258355060440862,1,85.27,Strong,Good,Improving,Cash flow profile remains stable.
BAJAJ-AUTO,Mar 2019,2214.0,2487.0,0.5046672077922078,1,66.23,Moderate,Weak,Declining,Cash flow profile remains stable.
BAJAJ-AUTO,Mar 2020,5616.0,3850.0,0.7386799693016116,1,76.61,Strong,Weak,Improving,Cash flow profile remains stable.
BAJAJ-AUTO,Mar 2021,251.0,3120.0,0.6423718344657195,1,69.04,Moderate,Weak,Declining,Cash flow profile remains stable.
BAJAJ-AUTO,Mar 2022,4473.0,4197.0,0.6806681803438209,1,73.84,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
BAJAJ-AUTO,Mar 2023,6488.0,5277.0,0.8707920792079208,1,80.62,Strong,Good,Improving,Cash flow profile remains stable.
BAJAJ-AUTO,Mar 2024,6486.0,6558.0,0.8508043591074209,1,80.74,Strong,Good,Declining,Cash flow profile remains stable.
BAJAJ-AUTO,TTM,6486.0,6558.0,0.8897028897028897,1,80.07,Strong,Good,Stable,Cash flow remains consistently strong with stable operating performance.
BAJAJFINSV,Mar 2013,-3969.0,-6922.0,-3.1264679313459802,0,21.39,Weak,Weak,Stable,Weak cash generation with below-average cash conversion.
BAJAJFINSV,Mar 2014,-6043.0,-9807.0,-4.476038338658147,0,20.15,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJAJFINSV,Mar 2015,-7022.0,-10731.0,-4.454545454545454,0,18.48,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJAJFINSV,Mar 2016,-10681.0,-9795.0,-3.5297297297297296,0,16.92,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJAJFINSV,Mar 2017,-10771.0,-10922.0,-3.165797101449275,0,17.23,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJAJFINSV,Mar 2018,-20502.0,-19580.0,-4.688697318007663,0,15.47,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJAJFINSV,Mar 2019,-33979.0,-27076.0,-5.038332713062895,0,14.48,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJAJFINSV,Mar 2020,-33317.0,-23369.0,-3.898732065398732,0,13.68,Weak,Weak,Improving,Weak cash generation with below-average cash conversion.
BAJAJFINSV,Mar 2021,863.0,4547.0,0.6172118908646668,1,71.92,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
BAJAJFINSV,Mar 2022,-32225.0,-33670.0,-4.049795525619437,0,14.31,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJAJFINSV,Mar 2023,-53425.0,-39480.0,-3.2334152334152333,0,15.56,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJAJFINSV,Mar 2024,-79634.0,-68674.0,-4.403590894517474,0,15.02,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJAJFINSV,TTM,-79634.0,-68674.0,-4.157021791767554,0,14.52,Weak,Weak,Stable,Weak cash generation with below-average cash conversion.
BAJAJHLDNG,Mar 2013,104.0,473.0,0.2548491379310345,1,59.23,Moderate,Weak,Stable,Cash generation is stable with acceptable cash conversion.
BAJAJHLDNG,Mar 2014,353.0,872.0,0.4386317907444668,1,65.35,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
BAJAJHLDNG,Mar 2015,332.0,796.0,0.39231148348940365,1,63.33,Moderate,Weak,Declining,Cash flow profile remains stable.
BAJAJHLDNG,Mar 2016,2166.0,1147.0,0.506401766004415,1,67.41,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
BAJAJHLDNG,Mar 2017,-1295.0,-923.0,-0.3732308936514355,0,17.13,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJAJHLDNG,Mar 2018,508.0,1631.0,0.6143126177024482,1,69.88,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
BAJAJHLDNG,Mar 2019,465.0,628.0,0.20603674540682415,1,55.7,Moderate,Weak,Declining,Cash flow profile remains stable.
BAJAJHLDNG,Mar 2020,1120.0,1920.0,0.6233766233766234,1,71.16,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
BAJAJHLDNG,Mar 2021,-36.0,272.0,0.07443897099069513,0,19.7,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJAJHLDNG,Mar 2022,1459.0,1610.0,0.39020843431895297,1,62.69,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
BAJAJHLDNG,Mar 2023,1591.0,1728.0,0.3493732308936514,1,61.7,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
BAJAJHLDNG,Mar 2024,1469.0,1941.0,0.26354378818737273,1,59.32,Moderate,Weak,Declining,Cash flow profile remains stable.
BAJAJHLDNG,TTM,1469.0,1941.0,0.2592839967940155,1,58.88,Moderate,Weak,Stable,Cash generation is stable with acceptable cash conversion.
BAJFINANCE,Mar 2015,-7424.0,-7064.0,-7.866369710467706,0,17.38,Weak,Weak,Stable,Weak cash generation with below-average cash conversion.
BAJFINANCE,Mar 2016,-10557.0,-9870.0,-7.716966379984362,0,16.96,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJFINANCE,Mar 2017,-13486.0,-10439.0,-5.685729847494553,0,17.96,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJFINANCE,Mar 2018,-19491.0,-20566.0,-8.239583333333334,0,17.56,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJFINANCE,Mar 2019,-34441.0,-29062.0,-7.27459324155194,0,17.45,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJFINANCE,Mar 2020,-33170.0,-24412.0,-4.637537993920972,0,16.99,Weak,Weak,Improving,Weak cash generation with below-average cash conversion.
BAJFINANCE,Mar 2021,-1236.0,-807.0,-0.18257918552036198,0,19.46,Weak,Weak,Improving,Weak cash generation with below-average cash conversion.
BAJFINANCE,Mar 2022,-30743.0,-37090.0,-5.277461582242458,0,16.48,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJFINANCE,Mar 2023,-52506.0,-42112.0,-3.659367396593674,0,18.11,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJFINANCE,Mar 2024,-79931.0,-72760.0,-5.034945678499758,0,17.85,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BAJFINANCE,TTM,-79931.0,-72760.0,-4.7280525050360644,0,17.45,Weak,Weak,Stable,Weak cash generation with below-average cash conversion.
BANKBARODA,Mar 2013,22682.0,23196.0,4.803478981155519,1,100.0,Strong,Excellent,Stable,Cash flow remains consistently strong with stable operating performance.
BANKBARODA,Mar 2014,41503.0,42233.0,8.386219221604447,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BANKBARODA,Mar 2015,17282.0,17838.0,4.5159493670886075,1,100.0,Strong,Excellent,Declining,Cash flow profile remains stable.
BANKBARODA,Mar 2016,-14016.0,-10011.0,1.9890721239817206,0,75.21,Strong,Excellent,Declining,Cash flow profile remains stable.
BANKBARODA,Mar 2017,17314.0,17865.0,9.630727762803234,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BANKBARODA,Mar 2018,-60106.0,-59692.0,32.5119825708061,0,74.71,Moderate,Excellent,Declining,Cash flow profile remains stable.
BANKBARODA,Mar 2019,-3986.0,-1449.0,-1.2427101200686106,0,5.75,Weak,Weak,Improving,Weak cash generation with below-average cash conversion.
BANKBARODA,Mar 2020,18392.0,18531.0,18.889908256880734,1,100.0,Strong,Excellent,Improving,Strong cash generation with improving free cash flow and excellent cash conversion.
BANKBARODA,Mar 2021,-1358.0,-887.0,-0.5475308641975308,0,6.15,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BANKBARODA,Mar 2022,2565.0,6210.0,0.7828060002521114,1,67.51,Moderate,Weak,Improving,"Cash generation is improving, although there is still room for stronger quality."
BANKBARODA,Mar 2023,-22450.0,-21354.0,-1.423125624791736,0,7.75,Weak,Weak,Declining,Cash generation is deteriorating and requires attention.
BANKBARODA,Mar 2024,-7559.0,-6274.0,-0.3325030473263024,0,9.77,Weak,Weak,Improving,Weak cash generation with below-average cash conversion.
